Region,State,City,Year,Month,Temperature (°C)
North,Himachal Pradesh,Shimla,2020,April,24.0
North,Himachal Pradesh,Shimla,2020,May,14.7
North,Himachal Pradesh,Shimla,2020,June,34.9
North,Himachal Pradesh,Shimla,2020,July,14.5
North,Himachal Pradesh,Shimla,2020,August,24.5
North,Himachal Pradesh,Shimla,2020,September,39.1
North,Himachal Pradesh,Shimla,2020,October,17.0
North,Himachal Pradesh,Shimla,2020,November,37.4
North,Himachal Pradesh,Shimla,2020,December,3.3
North,Himachal Pradesh,Shimla,2021,January,14.3
North,Himachal Pradesh,Shimla,2021,February,26.6
North,Himachal Pradesh,Shimla,2021,March,26.3
North,Himachal Pradesh,Shimla,2021,April,27.5
North,Himachal Pradesh,Shimla,2021,May,23.4
North,Himachal Pradesh,Shimla,2021,June,11.3
North,Himachal Pradesh,Shimla,2021,July,9.5
North,Himachal Pradesh,Shimla,2021,August,38.3
North,Himachal Pradesh,Shimla,2021,September,15.6
North,Himachal Pradesh,Shimla,2021,October,25.0
North,Himachal Pradesh,Shimla,2021,November,37.4
North,Himachal Pradesh,Shimla,2021,December,-3.1
North,Himachal Pradesh,Shimla,2022,January,31.2
North,Himachal Pradesh,Shimla,2022,February,-2.7
North,Himachal Pradesh,Shimla,2022,March,26.6
North,Himachal Pradesh,Shimla,2022,April,16.6
North,Himachal Pradesh,Shimla,2022,May,24.3
North,Himachal Pradesh,Shimla,2022,June,5.6
North,Himachal Pradesh,Shimla,2022,July,19.6
North,Himachal Pradesh,Shimla,2022,August,28.4
North,Himachal Pradesh,Shimla,2022,September,19.6
North,Himachal Pradesh,Shimla,2022,October,39.2
North,Himachal Pradesh,Shimla,2022,November,17.6
North,Himachal Pradesh,Shimla,2022,December,21.5
North,Himachal Pradesh,Shimla,2023,January,26.4
North,Himachal Pradesh,Shimla,2023,February,7.9
North,Himachal Pradesh,Shimla,2023,March,5.3
North,Himachal Pradesh,Shimla,2023,April,29.5
North,Himachal Pradesh,Shimla,2023,May,23.5
North,Himachal Pradesh,Shimla,2023,June,32.0
North,Himachal Pradesh,Shimla,2023,July,24.3
North,Himachal Pradesh,Shimla,2023,August,16.9
North,Himachal Pradesh,Shimla,2023,September,24.5
North,Himachal Pradesh,Shimla,2023,October,15.6
North,Himachal Pradesh,Shimla,2023,November,38.2
North,Himachal Pradesh,Shimla,2023,December,33.9
North,Himachal Pradesh,Manali,2020,January,19.9
North,Himachal Pradesh,Manali,2020,February,21.5
North,Himachal Pradesh,Manali,2020,March,12.4
North,Himachal Pradesh,Manali,2020,April,13.8
North,Himachal Pradesh,Manali,2020,May,30.0
North,Himachal Pradesh,Manali,2020,June,8.2
North,Himachal Pradesh,Manali,2020,July,24.5
North,Himachal Pradesh,Manali,2020,August,24.1
North,Himachal Pradesh,Manali,2020,September,20.2
North,Himachal Pradesh,Manali,2020,October,31.2
North,Himachal Pradesh,Manali,2020,November,37.6
North,Himachal Pradesh,Manali,2020,December,28.8
North,Himachal Pradesh,Manali,2021,January,29.8
North,Himachal Pradesh,Manali,2021,February,32.7
North,Himachal Pradesh,Manali,2021,March,10.7
North,Himachal Pradesh,Manali,2021,April,23.0
North,Himachal Pradesh,Manali,2021,May,23.4
North,Himachal Pradesh,Manali,2021,June,16.8
North,Himachal Pradesh,Manali,2021,July,37.1
North,Himachal Pradesh,Manali,2021,August,26.4
North,Himachal Pradesh,Manali,2021,September,18.8
North,Himachal Pradesh,Manali,2021,October,33.4
North,Himachal Pradesh,Manali,2021,November,21.9
North,Himachal Pradesh,Manali,2021,December,4.2
North,Himachal Pradesh,Manali,2022,January,-0.8
North,Himachal Pradesh,Manali,2022,February,12.1
North,Himachal Pradesh,Manali,2022,March,29.1
North,Himachal Pradesh,Manali,2022,April,31.3
North,Himachal Pradesh,Manali,2022,May,21.6
North,Himachal Pradesh,Manali,2022,June,38.3
North,Himachal Pradesh,Manali,2022,July,26.4
North,Himachal Pradesh,Manali,2022,August,18.6
North,Himachal Pradesh,Manali,2022,September,15.2
North,Himachal Pradesh,Manali,2022,October,26.4
North,Himachal Pradesh,Manali,2022,November,9.7
North,Himachal Pradesh,Manali,2022,December,26.9
North,Himachal Pradesh,Manali,2023,January,18.9
North,Himachal Pradesh,Manali,2023,February,2.4
North,Himachal Pradesh,Manali,2023,March,30.4
North,Himachal Pradesh,Manali,2023,April,17.6
North,Himachal Pradesh,Manali,2023,May,17.2
North,Himachal Pradesh,Manali,2023,June,23.7
North,Himachal Pradesh,Manali,2023,July,5.3
North,Himachal Pradesh,Manali,2023,August,30.2
North,Himachal Pradesh,Manali,2023,September,19.8
North,Himachal Pradesh,Manali,2023,October,18.4
North,Himachal Pradesh,Manali,2023,November,19.5
North,Himachal Pradesh,Manali,2023,December,26.2
North,Himachal Pradesh,Dharamshala,2020,January,-0.4
North,Himachal Pradesh,Dharamshala,2020,February,10.0
North,Himachal Pradesh,Dharamshala,2020,March,26.1
North,Himachal Pradesh,Dharamshala,2020,April,8.8
North,Himachal Pradesh,Dharamshala,2020,May,21.4
North,Himachal Pradesh,Dharamshala,2020,June,14.3
North,Himachal Pradesh,Dharamshala,2020,July,32.1
North,Himachal Pradesh,Dharamshala,2020,August,23.0
North,Himachal Pradesh,Dharamshala,2020,September,28.4
North,Himachal Pradesh,Dharamshala,2020,October,14.9
North,Himachal Pradesh,Dharamshala,2020,November,16.6
North,Himachal Pradesh,Dharamshala,2020,December,1.6
North,Himachal Pradesh,Dharamshala,2021,January,5.0
North,Himachal Pradesh,Dharamshala,2021,February,25.5
North,Himachal Pradesh,Dharamshala,2021,March,6.9
North,Himachal Pradesh,Dharamshala,2021,April,29.5
North,Himachal Pradesh,Dharamshala,2021,May,16.4
North,Himachal Pradesh,Dharamshala,2021,June,22.1
North,Himachal Pradesh,Dharamshala,2021,July,10.9
North,Himachal Pradesh,Dharamshala,2021,August,11.0
North,Himachal Pradesh,Dharamshala,2021,September,10.1
North,Himachal Pradesh,Dharamshala,2021,October,31.5
North,Himachal Pradesh,Dharamshala,2021,November,16.1
North,Himachal Pradesh,Dharamshala,2021,December,15.4
North,Himachal Pradesh,Dharamshala,2022,January,11.7
North,Himachal Pradesh,Dharamshala,2022,February,27.0
North,Himachal Pradesh,Dharamshala,2022,March,23.1
North,Himachal Pradesh,Dharamshala,2022,April,30.4
North,Himachal Pradesh,Dharamshala,2022,May,17.5
North,Himachal Pradesh,Dharamshala,2022,June,35.4
North,Himachal Pradesh,Dharamshala,2022,July,18.3
North,Himachal Pradesh,Dharamshala,2022,August,7.8
North,Himachal Pradesh,Dharamshala,2022,September,18.4
North,Himachal Pradesh,Dharamshala,2022,October,38.2
North,Himachal Pradesh,Dharamshala,2022,November,34.6
North,Himachal Pradesh,Dharamshala,2022,December,4.9
North,Himachal Pradesh,Dharamshala,2023,January,7.9
North,Himachal Pradesh,Dharamshala,2023,February,29.3
North,Himachal Pradesh,Dharamshala,2023,March,18.6
North,Himachal Pradesh,Dharamshala,2023,April,6.3
North,Himachal Pradesh,Dharamshala,2023,May,28.0
North,Himachal Pradesh,Dharamshala,2023,June,18.1
North,Himachal Pradesh,Dharamshala,2023,July,30.6
North,Himachal Pradesh,Dharamshala,2023,August,34.3
North,Himachal Pradesh,Dharamshala,2023,September,15.6
North,Himachal Pradesh,Dharamshala,2023,October,9.4
North,Himachal Pradesh,Dharamshala,2023,November,18.2
North,Himachal Pradesh,Dharamshala,2023,December,27.8
North,Jammu and Kashmir,Srinagar,2020,January,15.3
North,Jammu and Kashmir,Srinagar,2020,February,8.1
North,Jammu and Kashmir,Srinagar,2020,March,39.7
North,Jammu and Kashmir,Srinagar,2020,April,36.7
North,Jammu and Kashmir,Srinagar,2020,May,38.6
North,Jammu and Kashmir,Srinagar,2020,June,37.3
North,Jammu and Kashmir,Srinagar,2020,July,39.9
North,Jammu and Kashmir,Srinagar,2020,August,22.1
North,Jammu and Kashmir,Srinagar,2020,September,22.7
North,Jammu and Kashmir,Srinagar,2020,October,35.1
North,Jammu and Kashmir,Srinagar,2020,November,23.7
North,Jammu and Kashmir,Srinagar,2020,December,5.2
North,Jammu and Kashmir,Srinagar,2021,January,25.3
North,Jammu and Kashmir,Srinagar,2021,February,7.0
North,Jammu and Kashmir,Srinagar,2021,March,39.2
North,Jammu and Kashmir,Srinagar,2021,April,33.3
North,Jammu and Kashmir,Srinagar,2021,May,37.5
North,Jammu and Kashmir,Srinagar,2021,June,30.4
North,Jammu and Kashmir,Srinagar,2021,July,27.4
North,Jammu and Kashmir,Srinagar,2021,August,27.0
North,Jammu and Kashmir,Srinagar,2021,September,37.6
North,Jammu and Kashmir,Srinagar,2021,October,37.9
North,Jammu and Kashmir,Srinagar,2021,November,11.2
North,Jammu and Kashmir,Srinagar,2021,December,23.9
North,Jammu and Kashmir,Srinagar,2022,January,22.7
North,Jammu and Kashmir,Srinagar,2022,February,11.2
North,Jammu and Kashmir,Srinagar,2022,March,22.8
North,Jammu and Kashmir,Srinagar,2022,April,36.3
North,Jammu and Kashmir,Srinagar,2022,May,30.9
North,Jammu and Kashmir,Srinagar,2022,June,37.2
North,Jammu and Kashmir,Srinagar,2022,July,33.8
North,Jammu and Kashmir,Srinagar,2022,August,6.9
North,Jammu and Kashmir,Srinagar,2022,September,11.4
North,Jammu and Kashmir,Srinagar,2022,October,30.1
North,Jammu and Kashmir,Srinagar,2022,November,39.8
North,Jammu and Kashmir,Srinagar,2022,December,15.4
North,Jammu and Kashmir,Srinagar,2023,January,26.9
North,Jammu and Kashmir,Srinagar,2023,February,16.5
North,Jammu and Kashmir,Srinagar,2023,March,29.8
North,Jammu and Kashmir,Srinagar,2023,April,20.8
North,Jammu and Kashmir,Srinagar,2023,May,32.5
North,Jammu and Kashmir,Srinagar,2023,June,15.5
North,Jammu and Kashmir,Srinagar,2023,July,13.9
North,Jammu and Kashmir,Srinagar,2023,August,23.1
North,Jammu and Kashmir,Srinagar,2023,September,14.8
North,Jammu and Kashmir,Srinagar,2023,October,20.1
North,Jammu and Kashmir,Srinagar,2023,November,22.9
North,Jammu and Kashmir,Srinagar,2023,December,25.2
North,Jammu and Kashmir,Jammu,2020,January,1.2
North,Jammu and Kashmir,Jammu,2020,February,14.5
North,Jammu and Kashmir,Jammu,2020,March,11.9
North,Jammu and Kashmir,Jammu,2020,April,30.9
North,Jammu and Kashmir,Jammu,2020,May,26.9
North,Jammu and Kashmir,Jammu,2020,June,12.9
North,Jammu and Kashmir,Jammu,2020,July,37.3
North,Jammu and Kashmir,Jammu,2020,August,39.5
North,Jammu and Kashmir,Jammu,2020,September,40.0
North,Jammu and Kashmir,Jammu,2020,October,5.4
North,Jammu and Kashmir,Jammu,2020,November,18.7
North,Jammu and Kashmir,Jammu,2020,December,12.2
North,Jammu and Kashmir,Jammu,2021,January,19.3
North,Jammu and Kashmir,Jammu,2021,February,10.2
North,Jammu and Kashmir,Jammu,2021,March,30.2
North,Jammu and Kashmir,Jammu,2021,April,12.8
North,Jammu and Kashmir,Jammu,2021,May,15.0
North,Jammu and Kashmir,Jammu,2021,June,29.9
North,Jammu and Kashmir,Jammu,2021,July,19.4
North,Jammu and Kashmir,Jammu,2021,August,33.9
North,Jammu and Kashmir,Jammu,2021,September,30.4
North,Jammu and Kashmir,Jammu,2021,October,34.4
North,Jammu and Kashmir,Jammu,2021,November,34.6
North,Jammu and Kashmir,Jammu,2021,December,-2.7
North,Jammu and Kashmir,Jammu,2022,January,19.0
North,Jammu and Kashmir,Jammu,2022,February,30.0
North,Jammu and Kashmir,Jammu,2022,March,16.8
North,Jammu and Kashmir,Jammu,2022,April,37.6
North,Jammu and Kashmir,Jammu,2022,May,23.3
North,Jammu and Kashmir,Jammu,2022,June,16.1
North,Jammu and Kashmir,Jammu,2022,July,35.1
North,Jammu and Kashmir,Jammu,2022,August,36.8
North,Jammu and Kashmir,Jammu,2022,September,5.3
North,Jammu and Kashmir,Jammu,2022,October,8.5
North,Jammu and Kashmir,Jammu,2022,November,12.0
North,Jammu and Kashmir,Jammu,2022,December,26.1
North,Jammu and Kashmir,Jammu,2023,January,34.2
North,Jammu and Kashmir,Jammu,2023,February,6.0
North,Jammu and Kashmir,Jammu,2023,March,32.5
North,Jammu and Kashmir,Jammu,2023,April,5.3
North,Jammu and Kashmir,Jammu,2023,May,10.2
North,Jammu and Kashmir,Jammu,2023,June,23.4
North,Jammu and Kashmir,Jammu,2023,July,5.1
North,Jammu and Kashmir,Jammu,2023,August,22.2
North,Jammu and Kashmir,Jammu,2023,September,32.2
North,Jammu and Kashmir,Jammu,2023,October,32.6
North,Jammu and Kashmir,Jammu,2023,November,26.5
North,Jammu and Kashmir,Jammu,2023,December,4.5
North,Jammu and Kashmir,Leh,2020,January,10.2
North,Jammu and Kashmir,Leh,2020,February,-2.1
North,Jammu and Kashmir,Leh,2020,March,15.6
North,Jammu and Kashmir,Leh,2020,April,9.5
North,Jammu and Kashmir,Leh,2020,May,13.8
North,Jammu and Kashmir,Leh,2020,June,32.3
North,Jammu and Kashmir,Leh,2020,July,20.9
North,Jammu and Kashmir,Leh,2020,August,5.7
North,Jammu and Kashmir,Leh,2020,September,39.1
North,Jammu and Kashmir,Leh,2020,October,23.8
North,Jammu and Kashmir,Leh,2020,November,10.1
North,Jammu and Kashmir,Leh,2020,December,21.3
North,Jammu and Kashmir,Leh,2021,January,10.3
North,Jammu and Kashmir,Leh,2021,February,25.3
North,Jammu and Kashmir,Leh,2021,March,13.1
North,Jammu and Kashmir,Leh,2021,April,9.9
North,Jammu and Kashmir,Leh,2021,May,5.0
North,Jammu and Kashmir,Leh,2021,June,38.7
North,Jammu and Kashmir,Leh,2021,July,38.6
North,Jammu and Kashmir,Leh,2021,August,8.1
North,Jammu and Kashmir,Leh,2021,September,11.3
North,Jammu and Kashmir,Leh,2021,October,35.5
North,Jammu and Kashmir,Leh,2021,November,31.6
North,Jammu and Kashmir,Leh,2021,December,8.8
North,Jammu and Kashmir,Leh,2022,January,12.0
North,Jammu and Kashmir,Leh,2022,February,15.0
North,Jammu and Kashmir,Leh,2022,March,6.1
North,Jammu and Kashmir,Leh,2022,April,35.2
North,Jammu and Kashmir,Leh,2022,May,17.8
North,Jammu and Kashmir,Leh,2022,June,26.7
North,Jammu and Kashmir,Leh,2022,July,39.3
North,Jammu and Kashmir,Leh,2022,August,37.6
North,Jammu and Kashmir,Leh,2022,September,15.8
North,Jammu and Kashmir,Leh,2022,October,7.3
North,Jammu and Kashmir,Leh,2022,November,19.1
North,Jammu and Kashmir,Leh,2022,December,7.0
North,Jammu and Kashmir,Leh,2023,January,30.6
North,Jammu and Kashmir,Leh,2023,February,27.4
North,Jammu and Kashmir,Leh,2023,March,5.8
North,Jammu and Kashmir,Leh,2023,April,38.6
North,Jammu and Kashmir,Leh,2023,May,26.2
North,Jammu and Kashmir,Leh,2023,June,37.9
North,Jammu and Kashmir,Leh,2023,July,13.4
North,Jammu and Kashmir,Leh,2023,August,38.9
North,Jammu and Kashmir,Leh,2023,September,13.6
North,Jammu and Kashmir,Leh,2023,October,20.2
North,Jammu and Kashmir,Leh,2023,November,35.8
North,Jammu and Kashmir,Leh,2023,December,7.9
South,Tamil Nadu,Chennai,2020,January,8.6
South,Tamil Nadu,Chennai,2020,February,35.9
South,Tamil Nadu,Chennai,2020,March,8.7
South,Tamil Nadu,Chennai,2020,April,33.4
South,Tamil Nadu,Chennai,2020,May,18.6
South,Tamil Nadu,Chennai,2020,June,24.4
South,Tamil Nadu,Chennai,2020,July,18.9
South,Tamil Nadu,Chennai,2020,August,28.1
South,Tamil Nadu,Chennai,2020,September,24.9
South,Tamil Nadu,Chennai,2020,October,24.4
South,Tamil Nadu,Chennai,2020,November,10.9
South,Tamil Nadu,Chennai,2020,December,10.1
South,Tamil Nadu,Chennai,2021,January,34.5
South,Tamil Nadu,Chennai,2021,February,3.8
South,Tamil Nadu,Chennai,2021,March,25.7
South,Tamil Nadu,Chennai,2021,April,12.5
South,Tamil Nadu,Chennai,2021,May,11.0
South,Tamil Nadu,Chennai,2021,June,26.4
South,Tamil Nadu,Chennai,2021,July,31.4
South,Tamil Nadu,Chennai,2021,August,7.4
South,Tamil Nadu,Chennai,2021,September,26.8
South,Tamil Nadu,Chennai,2021,October,27.5
South,Tamil Nadu,Chennai,2021,November,25.7
South,Tamil Nadu,Chennai,2021,December,7.8
South,Tamil Nadu,Chennai,2022,January,10.4
South,Tamil Nadu,Chennai,2022,February,36.8
South,Tamil Nadu,Chennai,2022,March,25.5
South,Tamil Nadu,Chennai,2022,April,37.5
South,Tamil Nadu,Chennai,2022,May,33.3
South,Tamil Nadu,Chennai,2022,June,19.5
South,Tamil Nadu,Chennai,2022,July,38.0
South,Tamil Nadu,Chennai,2022,August,17.9
South,Tamil Nadu,Chennai,2022,September,16.0
South,Tamil Nadu,Chennai,2022,October,24.5
South,Tamil Nadu,Chennai,2022,November,24.1
South,Tamil Nadu,Chennai,2022,December,3.0
South,Tamil Nadu,Chennai,2023,January,21.5
South,Tamil Nadu,Chennai,2023,February,8.4
South,Tamil Nadu,Chennai,2023,March,34.3
South,Tamil Nadu,Chennai,2023,April,26.7
South,Tamil Nadu,Chennai,2023,May,30.9
South,Tamil Nadu,Chennai,2023,June,17.1
South,Tamil Nadu,Chennai,2023,July,18.0
South,Tamil Nadu,Chennai,2023,August,8.6
South,Tamil Nadu,Chennai,2023,September,11.6
South,Tamil Nadu,Chennai,2023,October,33.9
South,Tamil Nadu,Chennai,2023,November,5.3
South,Tamil Nadu,Chennai,2023,December,13.6
South,Tamil Nadu,Coimbatore,2020,January,21.2
South,Tamil Nadu,Coimbatore,2020,February,27.7
South,Tamil Nadu,Coimbatore,2020,March,9.2
South,Tamil Nadu,Coimbatore,2020,April,8.0
South,Tamil Nadu,Coimbatore,2020,May,29.8
South,Tamil Nadu,Coimbatore,2020,June,13.5
South,Tamil Nadu,Coimbatore,2020,July,15.2
South,Tamil Nadu,Coimbatore,2020,August,24.6
South,Tamil Nadu,Coimbatore,2020,September,33.7
South,Tamil Nadu,Coimbatore,2020,October,7.2
South,Tamil Nadu,Coimbatore,2020,November,6.6
South,Tamil Nadu,Coimbatore,2020,December,31.3
South,Tamil Nadu,Coimbatore,2021,January,8.9
South,Tamil Nadu,Coimbatore,2021,February,4.5
South,Tamil Nadu,Coimbatore,2021,March,10.1
South,Tamil Nadu,Coimbatore,2021,April,9.9
South,Tamil Nadu,Coimbatore,2021,May,10.9
South,Tamil Nadu,Coimbatore,2021,June,6.0
South,Tamil Nadu,Coimbatore,2021,July,6.2
South,Tamil Nadu,Coimbatore,2021,August,25.0
South,Tamil Nadu,Coimbatore,2021,September,26.5
South,Tamil Nadu,Coimbatore,2021,October,35.9
South,Tamil Nadu,Coimbatore,2021,November,8.3
South,Tamil Nadu,Coimbatore,2021,December,7.1
South,Tamil Nadu,Coimbatore,2022,January,3.7
South,Tamil Nadu,Coimbatore,2022,February,20.4
South,Tamil Nadu,Coimbatore,2022,March,35.3
South,Tamil Nadu,Coimbatore,2022,April,18.3
South,Tamil Nadu,Coimbatore,2022,May,25.2
South,Tamil Nadu,Coimbatore,2022,June,33.3
South,Tamil Nadu,Coimbatore,2022,July,23.9
South,Tamil Nadu,Coimbatore,2022,August,11.9
South,Tamil Nadu,Coimbatore,2022,September,15.6
South,Tamil Nadu,Coimbatore,2022,October,15.4
South,Tamil Nadu,Coimbatore,2022,November,27.8
South,Tamil Nadu,Coimbatore,2022,December,33.7
South,Tamil Nadu,Coimbatore,2023,January,17.4
South,Tamil Nadu,Coimbatore,2023,February,19.6
South,Tamil Nadu,Coimbatore,2023,March,35.3
South,Tamil Nadu,Coimbatore,2023,April,20.9
South,Tamil Nadu,Coimbatore,2023,May,8.6
South,Tamil Nadu,Coimbatore,2023,June,11.4
South,Tamil Nadu,Coimbatore,2023,July,14.3
South,Tamil Nadu,Coimbatore,2023,August,5.4
South,Tamil Nadu,Coimbatore,2023,September,35.8
South,Tamil Nadu,Coimbatore,2023,October,10.1
South,Tamil Nadu,Coimbatore,2023,November,8.5
South,Tamil Nadu,Coimbatore,2023,December,5.6
South,Tamil Nadu,Madurai,2020,January,35.9
South,Tamil Nadu,Madurai,2020,February,3.6
South,Tamil Nadu,Madurai,2020,March,33.4
South,Tamil Nadu,Madurai,2020,April,10.2
South,Tamil Nadu,Madurai,2020,May,8.5
South,Tamil Nadu,Madurai,2020,June,23.0
South,Tamil Nadu,Madurai,2020,July,31.7
South,Tamil Nadu,Madurai,2020,August,30.3
South,Tamil Nadu,Madurai,2020,September,24.2
South,Tamil Nadu,Madurai,2020,October,37.2
South,Tamil Nadu,Madurai,2020,November,36.0
South,Tamil Nadu,Madurai,2020,December,8.3
South,Tamil Nadu,Madurai,2021,January,23.0
South,Tamil Nadu,Madurai,2021,February,12.9
South,Tamil Nadu,Madurai,2021,March,28.4
South,Tamil Nadu,Madurai,2021,April,14.3
South,Tamil Nadu,Madurai,2021,May,32.6
South,Tamil Nadu,Madurai,2021,June,18.0
South,Tamil Nadu,Madurai,2021,July,31.4
South,Tamil Nadu,Madurai,2021,August,26.5
South,Tamil Nadu,Madurai,2021,September,26.7
South,Tamil Nadu,Madurai,2021,October,22.9
South,Tamil Nadu,Madurai,2021,November,20.0
South,Tamil Nadu,Madurai,2021,December,9.2
South,Tamil Nadu,Madurai,2022,January,29.7
South,Tamil Nadu,Madurai,2022,February,27.1
South,Tamil Nadu,Madurai,2022,March,6.8
South,Tamil Nadu,Madurai,2022,April,10.0
South,Tamil Nadu,Madurai,2022,May,19.2
South,Tamil Nadu,Madurai,2022,June,16.8
South,Tamil Nadu,Madurai,2022,July,8.1
South,Tamil Nadu,Madurai,2022,August,6.0
South,Tamil Nadu,Madurai,2022,September,13.0
South,Tamil Nadu,Madurai,2022,October,13.6
South,Tamil Nadu,Madurai,2022,November,11.1
South,Tamil Nadu,Madurai,2022,December,11.8
South,Tamil Nadu,Madurai,2023,January,34.7
South,Tamil Nadu,Madurai,2023,February,26.4
South,Tamil Nadu,Madurai,2023,March,20.4
South,Tamil Nadu,Madurai,2023,April,28.1
South,Tamil Nadu,Madurai,2023,May,15.3
South,Tamil Nadu,Madurai,2023,June,22.2
South,Tamil Nadu,Madurai,2023,July,24.7
South,Tamil Nadu,Madurai,2023,August,38.4
South,Tamil Nadu,Madurai,2023,September,32.2
South,Tamil Nadu,Madurai,2023,October,30.0
South,Tamil Nadu,Madurai,2023,November,21.9
South,Tamil Nadu,Madurai,2023,December,26.5
South,Kerala,Thiruvananthapuram,2020,January,12.9
South,Kerala,Thiruvananthapuram,2020,February,36.3
South,Kerala,Thiruvananthapuram,2020,March,25.5
South,Kerala,Thiruvananthapuram,2020,April,31.3
South,Kerala,Thiruvananthapuram,2020,May,23.5
South,Kerala,Thiruvananthapuram,2020,June,24.8
South,Kerala,Thiruvananthapuram,2020,July,5.8
South,Kerala,Thiruvananthapuram,2020,August,18.8
South,Kerala,Thiruvananthapuram,2020,September,29.7
South,Kerala,Thiruvananthapuram,2020,October,35.9
South,Kerala,Thiruvananthapuram,2020,November,35.0
South,Kerala,Thiruvananthapuram,2020,December,4.2
South,Kerala,Thiruvananthapuram,2021,January,8.4
South,Kerala,Thiruvananthapuram,2021,February,28.6
South,Kerala,Thiruvananthapuram,2021,March,33.3
South,Kerala,Thiruvananthapuram,2021,April,32.7
South,Kerala,Thiruvananthapuram,2021,May,12.0
South,Kerala,Thiruvananthapuram,2021,June,15.0
South,Kerala,Thiruvananthapuram,2021,July,7.7
South,Kerala,Thiruvananthapuram,2021,August,7.6
South,Kerala,Thiruvananthapuram,2021,September,38.8
South,Kerala,Thiruvananthapuram,2021,October,32.7
South,Kerala,Thiruvananthapuram,2021,November,23.6
South,Kerala,Thiruvananthapuram,2021,December,14.6
South,Kerala,Thiruvananthapuram,2022,January,17.9
South,Kerala,Thiruvananthapuram,2022,February,-1.3
South,Kerala,Thiruvananthapuram,2022,March,25.0
South,Kerala,Thiruvananthapuram,2022,April,14.9
South,Kerala,Thiruvananthapuram,2022,May,31.9
South,Kerala,Thiruvananthapuram,2022,June,7.2
South,Kerala,Thiruvananthapuram,2022,July,27.0
South,Kerala,Thiruvananthapuram,2022,August,7.6
South,Kerala,Thiruvananthapuram,2022,September,17.8
South,Kerala,Thiruvananthapuram,2022,October,14.6
South,Kerala,Thiruvananthapuram,2022,November,25.4
South,Kerala,Thiruvananthapuram,2022,December,29.7
South,Kerala,Thiruvananthapuram,2023,January,5.0
South,Kerala,Thiruvananthapuram,2023,February,19.9
South,Kerala,Thiruvananthapuram,2023,March,22.7
South,Kerala,Thiruvananthapuram,2023,April,8.2
South,Kerala,Thiruvananthapuram,2023,May,6.0
South,Kerala,Thiruvananthapuram,2023,June,6.6
South,Kerala,Thiruvananthapuram,2023,July,14.5
South,Kerala,Thiruvananthapuram,2023,August,17.2
South,Kerala,Thiruvananthapuram,2023,September,5.5
South,Kerala,Thiruvananthapuram,2023,October,21.4
South,Kerala,Thiruvananthapuram,2023,November,40.0
South,Kerala,Thiruvananthapuram,2023,December,33.7
South,Kerala,Kochi,2020,January,14.0
South,Kerala,Kochi,2020,February,8.0
South,Kerala,Kochi,2020,March,8.0
South,Kerala,Kochi,2020,April,9.4
South,Kerala,Kochi,2020,May,27.9
South,Kerala,Kochi,2020,June,10.9
South,Kerala,Kochi,2020,July,34.5
South,Kerala,Kochi,2020,August,21.2
South,Kerala,Kochi,2020,September,32.8
South,Kerala,Kochi,2020,October,25.8
South,Kerala,Kochi,2020,November,6.5
South,Kerala,Kochi,2020,December,32.0
South,Kerala,Kochi,2021,January,20.0
South,Kerala,Kochi,2021,February,31.1
South,Kerala,Kochi,2021,March,24.0
South,Kerala,Kochi,2021,April,38.3
South,Kerala,Kochi,2021,May,6.9
South,Kerala,Kochi,2021,June,18.9
South,Kerala,Kochi,2021,July,23.5
South,Kerala,Kochi,2021,August,30.4
South,Kerala,Kochi,2021,September,20.3
South,Kerala,Kochi,2021,October,24.4
South,Kerala,Kochi,2021,November,39.1
South,Kerala,Kochi,2021,December,28.8
South,Kerala,Kochi,2022,January,6.4
South,Kerala,Kochi,2022,February,20.6
South,Kerala,Kochi,2022,March,24.0
South,Kerala,Kochi,2022,April,14.9
South,Kerala,Kochi,2022,May,5.5
South,Kerala,Kochi,2022,June,25.0
South,Kerala,Kochi,2022,July,31.1
South,Kerala,Kochi,2022,August,28.4
South,Kerala,Kochi,2022,September,15.5
South,Kerala,Kochi,2022,October,20.9
South,Kerala,Kochi,2022,November,8.2
South,Kerala,Kochi,2022,December,10.4
South,Kerala,Kochi,2023,January,3.8
South,Kerala,Kochi,2023,February,7.9
South,Kerala,Kochi,2023,March,15.8
South,Kerala,Kochi,2023,April,9.5
South,Kerala,Kochi,2023,May,11.2
South,Kerala,Kochi,2023,June,18.6
South,Kerala,Kochi,2023,July,28.2
South,Kerala,Kochi,2023,August,36.3
South,Kerala,Kochi,2023,September,13.5
South,Kerala,Kochi,2023,October,11.5
South,Kerala,Kochi,2023,November,25.7
South,Kerala,Kochi,2023,December,17.2
South,Kerala,Kozhikode,2020,January,0.2
South,Kerala,Kozhikode,2020,February,-3.1
South,Kerala,Kozhikode,2020,March,29.8
South,Kerala,Kozhikode,2020,April,19.8
South,Kerala,Kozhikode,2020,May,33.3
South,Kerala,Kozhikode,2020,June,12.6
South,Kerala,Kozhikode,2020,July,29.1
South,Kerala,Kozhikode,2020,August,11.8
South,Kerala,Kozhikode,2020,September,26.7
South,Kerala,Kozhikode,2020,October,18.8
South,Kerala,Kozhikode,2020,November,38.4
South,Kerala,Kozhikode,2020,December,6.2
South,Kerala,Kozhikode,2021,January,14.5
South,Kerala,Kozhikode,2021,February,6.3
South,Kerala,Kozhikode,2021,March,34.6
South,Kerala,Kozhikode,2021,April,20.0
